name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Tata Altroz,2014,89035,125813,Diesel,Individual,Manual,Third Owner,21.38 kmpl,1331 CC,87.0 bhp,127Nm@ 3000rpm,5.0
Hyundai Venue,2024,349682,25641,Petrol,Individual,Manual,Second Owner,17.74 kmpl,1435 CC,80.7 bhp,129Nm@ 4000rpm,4.0
Renault Duster,2014,89394,143876,Petrol,Dealer,Manual,First Owner,16.99 kmpl,1663 CC,84.3 bhp,142Nm@ 1500rpm,5.0
Tata Tiago,2020,308258,32261,Petrol,Dealer,Automatic,First Owner,18.72 kmpl,1595 CC,101.0 bhp,138Nm@ 2000rpm,7.0
Maruti Wagon R,2016,164293,50700,Diesel,Dealer,Manual,First Owner,15.31 kmpl,1977 CC,105.0 bhp,172Nm@ 1750rpm,4.0
Honda City,2022,301566,12780,Petrol,Individual,Manual,Third Owner,18.95 kmpl,1624 CC,97.8 bhp,153Nm@ 3000rpm,5.0
Honda Civic,2012,113783,139977,Petrol,Dealer,Automatic,First Owner,18.6 kmpl,1497 CC,83.2 bhp,125Nm@ 2000rpm,7.0
Mahindra Bolero,2010,74380,168791,Diesel,Individual,Manual,First Owner,19.42 kmpl,1855 CC,115.0 bhp,145Nm@ 1500rpm,7.0
Mahindra Scorpio,2009,53245,157288,Diesel,Dealer,Manual,First Owner,24.01 kmpl,1071 CC,56.3 bhp,80Nm@ 1750rpm,6.0
BMW X1,2015,338135,101689,Petrol,Individual,Manual,Second Owner,16.15 kmpl,1850 CC,114.8 bhp,190Nm@ 2200rpm,7.0
Ford Endeavour,2009,52568,179423,Diesel,Individual,Manual,First Owner,19.52 kmpl,1559 CC,89.4 bhp,150Nm@ 2500rpm,8.0
Renault Duster,2010,44145,176975,Petrol,Individual,Manual,Third Owner,20.9 kmpl,1557 CC,86.4 bhp,129Nm@ 2000rpm,5.0
Audi A4,2011,222705,150143,Diesel,Individual,Manual,Second Owner,17.86 kmpl,2330 CC,155.0 bhp,247Nm@ 1500rpm,5.0
Hyundai Creta,2015,104510,77786,Petrol,Individual,Manual,Third Owner,17.15 kmpl,1910 CC,131.0 bhp,168Nm@ 2000rpm,8.0
Honda WR-V,2005,40000,268428,Petrol,Individual,Manual,First Owner,18.86 kmpl,1646 CC,101.6 bhp,144Nm@ 2200rpm,4.0
Toyota Etios,2011,86913,164509,Diesel,Individual,Manual,First Owner,23.93 kmpl,1290 CC,86.0 bhp,147Nm@ 1500rpm,5.0
Hyundai Verna,2011,69404,157966,Petrol,Individual,Manual,Third Owner,18.54 kmpl,1663 CC,110.2 bhp,158Nm@ 4000rpm,7.0
Hyundai Creta,2010,60338,157749,Petrol,Individual,Manual,First Owner,18.65 kmpl,1294 CC,77.2 bhp,137Nm@ 3000rpm,6.0
Hyundai i20,2019,174826,68417,CNG,Individual,Manual,First Owner,19.7 kmpl,1644 CC,107.0 bhp,152Nm@ 1500rpm,7.0
Ford Figo,2017,158898,110511,Diesel,Dealer,Manual,First Owner,20.98 kmpl,1613 CC,97.6 bhp,140Nm@ 2000rpm,8.0
Toyota Etios,2012,109277,138182,Diesel,Individual,Manual,Second Owner,24.62 kmpl,1363 CC,82.1 bhp,135Nm@ 2000rpm,5.0
Toyota Innova,2024,538571,13134,Diesel,Individual,Manual,First Owner,21.69 kmpl,1578 CC,79.0 bhp,107Nm@ 2500rpm,5.0
Honda Amaze,2020,240461,45278,Diesel,Individual,Manual,Second Owner,20.87 kmpl,1718 CC,114.9 bhp,177Nm@ 2200rpm,4.0
Audi A6,2017,445372,71270,Petrol,Individual,Manual,First Owner,13.7 kmpl,2339 CC,150.5 bhp,223Nm@ 3000rpm,5.0
Tata Safari,2018,158706,92442,Diesel,Individual,Manual,Second Owner,20.67 kmpl,1548 CC,84.0 bhp,139Nm@ 2500rpm,5.0
Toyota Etios,2012,115060,134160,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1822 CC,103.7 bhp,161Nm@ 1500rpm,7.0
Maruti Ertiga,2013,62597,117732,Petrol,Individual,Manual,Second Owner,22.54 kmpl,1101 CC,73.1 bhp,105Nm@ 1500rpm,5.0
Hyundai i10,2011,104575,126513,Diesel,Individual,Automatic,Second Owner,17.58 kmpl,2109 CC,115.8 bhp,173Nm@ 2500rpm,5.0
Renault Duster,2008,44626,180555,Diesel,Individual,Manual,First Owner,19.92 kmpl,1703 CC,95.8 bhp,135Nm@ 4000rpm,5.0
Ford Aspire,2006,40000,203320,Petrol,Individual,Manual,First Owner,17.7 kmpl,1613 CC,99.1 bhp,161Nm@ 3000rpm,6.0
Volkswagen Tiguan,2008,66525,183219,Diesel,Dealer,Manual,First Owner,23.37 kmpl,1399 CC,72.4 bhp,110Nm@ 1500rpm,5.0
Maruti Alto,2016,110263,72531,Petrol,Individual,Manual,First Owner,19.43 kmpl,1614 CC,99.9 bhp,166Nm@ 2200rpm,6.0
Mercedes-Benz E-Class,2015,504369,92109,Petrol,Individual,Automatic,First Owner,15.75 kmpl,2425 CC,144.2 bhp,176Nm@ 2200rpm,5.0
Hyundai Venue,2024,478948,33505,Diesel,Individual,Automatic,First Owner,18.23 kmpl,1600 CC,96.7 bhp,172Nm@ 2500rpm,8.0
Tata Tiago,2015,115547,94271,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1505 CC,81.2 bhp,136Nm@ 1500rpm,5.0
Hyundai Creta,2018,151443,57720,Petrol,Individual,Manual,First Owner,22.83 kmpl,937 CC,56.6 bhp,,8.0
Tata Altroz,2015,107820,79865,Petrol,Individual,Manual,First Owner,19.43 kmpl,1387 CC,91.9 bhp,154Nm@ 3000rpm,7.0
Volkswagen Vento,2020,315458,34417,Diesel,Dealer,Manual,Second Owner,18.95 kmpl,2121 CC,141.8 bhp,192Nm@ 2500rpm,7.0
Toyota Innova,2019,287774,58653,Diesel,Individual,Manual,First Owner,18.89 kmpl,1884 CC,117.2 bhp,174Nm@ 4000rpm,8.0
BMW 3 Series,2013,192798,108188,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1856 CC,132.4 bhp,206Nm@ 3000rpm,5.0
Audi Q3,2013,322218,118604,Diesel,Individual,Manual,First Owner,17.6 kmpl,2166 CC,143.4 bhp,230Nm@ 4000rpm,5.0
Tata Altroz,2011,60656,157669,Diesel,Individual,Manual,Second Owner,21.71 kmpl,1436 CC,92.7 bhp,145Nm@ 1750rpm,7.0
Mahindra Scorpio,2016,161899,139724,Diesel,Dealer,Manual,First Owner,19.43 kmpl,1614 CC,80.3 bhp,104Nm@ 2000rpm,7.0
Maruti Dzire,2017,108898,78714,Diesel,Trustmark Dealer,Manual,First Owner,23.29 kmpl,1164 CC,60.3 bhp,70Nm@ 3000rpm,8.0
Hyundai i10,2009,49336,182190,Petrol,Individual,Manual,Second Owner,17.86 kmpl,,106.4 bhp,184Nm@ 4000rpm,7.0
Maruti Swift,2008,52667,202227,Petrol,Dealer,Manual,First Owner,18.57 kmpl,1501 CC,86.3 bhp,125Nm@ 2200rpm,5.0
Volkswagen Polo,2007,51598,202689,Petrol,Individual,Manual,First Owner,17.8 kmpl,1811 CC,113.4 bhp,141Nm@ 2500rpm,5.0
Tata Nexon,2011,69764,158411,Diesel,Individual,Manual,Second Owner,20.61 kmpl,1560 CC,81.3 bhp,133Nm@ 2000rpm,5.0
Toyota Innova,2010,94507,142538,Petrol,Individual,Manual,First Owner,16.81 kmpl,1864 CC,129.6 bhp,201Nm@ 1750rpm,5.0
Tata Altroz,2009,50986,201495,Diesel,Individual,Manual,First Owner,22.42 kmpl,1279 CC,77.4 bhp,,7.0
Mahindra XUV300,2015,145092,106285,Diesel,Dealer,Manual,First Owner,22.33 kmpl,1310 CC,83.4 bhp,134Nm@ 2200rpm,8.0
Toyota Etios,2013,123409,130331,Petrol,Individual,Manual,First Owner,13.96 kmpl,2242 CC,147.4 bhp,208Nm@ 2500rpm,4.0
Renault Kwid,2018,123120,67417,Petrol,Individual,Manual,Second Owner,23.47 kmpl,933 CC,57.7 bhp,86Nm@ 1500rpm,5.0
Toyota Fortuner,2014,140535,136878,CNG,Individual,Automatic,First Owner,16.38 kmpl,2090 CC,155.0 bhp,248Nm@ 2200rpm,5.0
Renault Triber,2014,97254,111141,Diesel,Individual,Manual,First Owner,23.74 kmpl,1253 CC,77.1 bhp,102Nm@ 2000rpm,6.0
Hyundai i20,2013,107185,110657,Diesel,Individual,Manual,First Owner,19.5 kmpl,1915 CC,98.2 bhp,152Nm@ 2500rpm,6.0
Tata Safari,2011,84796,131939,Diesel,Individual,Manual,First Owner,21.47 kmpl,1393 CC,88.8 bhp,150Nm@ 2200rpm,5.0
Mercedes-Benz E-Class,2011,331687,158585,Diesel,Individual,Automatic,First Owner,17.55 kmpl,1936 CC,119.6 bhp,191Nm@ 2500rpm,8.0
Honda Amaze,2014,105870,140437,Petrol,Individual,Manual,Second Owner,22.18 kmpl,1293 CC,65.3 bhp,84Nm@ 2200rpm,7.0
Toyota Etios,2016,164694,133376,Diesel,Individual,Manual,First Owner,21.98 kmpl,1410 CC,88.6 bhp,131Nm@ 1500rpm,4.0
Hyundai Grand i10,2009,52954,169040,Petrol,Individual,Manual,First Owner,23.54 kmpl,1150 CC,78.3 bhp,117Nm@ 2000rpm,7.0
Audi A6,2012,253997,156518,Diesel,Individual,Manual,First Owner,18.09 kmpl,1962 CC,112.2 bhp,168Nm@ 4000rpm,5.0
Tata Tiago,2010,49583,196931,Petrol,Dealer,Manual,First Owner,19.11 kmpl,1477 CC,101.0 bhp,142Nm@ 4000rpm,7.0
Mahindra XUV300,2004,40000,227885,Petrol,Individual,Manual,Second Owner,20.53 kmpl,1324 CC,92.8 bhp,115Nm@ 3000rpm,4.0
Mahindra Bolero,2010,58598,178215,Petrol,Individual,Manual,First Owner,20.69 kmpl,1269 CC,82.8 bhp,105Nm@ 2500rpm,6.0
Mahindra Bolero,2017,214328,56512,Petrol,Individual,Manual,Test Drive Car,19.12 kmpl,1892 CC,101.2 bhp,187Nm@ 1750rpm,5.0
Honda Civic,2015,160356,67145,Petrol,Individual,Manual,Second Owner,16.61 kmpl,1889 CC,111.1 bhp,193Nm@ 4000rpm,5.0
Maruti Alto,2009,51091,151046,Petrol,Individual,Manual,Second Owner,16.67 kmpl,,91.8 bhp,133Nm@ 3000rpm,7.0
Hyundai Creta,2016,219723,88786,Diesel,Individual,Automatic,First Owner,18.23 kmpl,2079 CC,121.1 bhp,181Nm@ 4000rpm,5.0
Mahindra Thar,2017,187715,54930,Diesel,Individual,Manual,First Owner,19.39 kmpl,1524 CC,90.1 bhp,135Nm@ 2500rpm,6.0
Renault Kwid,2019,137568,77188,Petrol,Individual,Manual,First Owner,16.76 kmpl,1623 CC,85.4 bhp,130Nm@ 2500rpm,7.0
Mahindra Bolero,2023,326855,15328,Petrol,Individual,Manual,First Owner,19.79 kmpl,1379 CC,69.0 bhp,100Nm@ 1500rpm,5.0
Mahindra Bolero,2012,129898,116774,Diesel,Trustmark Dealer,Automatic,First Owner,22.08 kmpl,1659 CC,104.5 bhp,151Nm@ 2500rpm,7.0
Ford Endeavour,2010,56503,193252,Petrol,Individual,Manual,First Owner,18.67 kmpl,1583 CC,85.5 bhp,98Nm@ 4000rpm,8.0
Honda City,2006,42995,200777,Petrol,Individual,Manual,Second Owner,19.84 kmpl,1309 CC,82.2 bhp,123Nm@ 2200rpm,4.0
Maruti Baleno,2018,143449,61391,Diesel,Dealer,Manual,Second Owner,23.95 kmpl,1018 CC,52.2 bhp,75Nm@ 1500rpm,4.0
Volkswagen Vento,2012,74826,124340,Diesel,Individual,Manual,Second Owner,25.76 kmpl,1074 CC,63.2 bhp,93Nm@ 2500rpm,5.0
Ford Aspire,2015,109417,78432,Diesel,Dealer,Manual,First Owner,20.7 kmpl,1486 CC,93.8 bhp,121Nm@ 3000rpm,7.0
Mahindra XUV500,2014,142199,103732,Diesel,Individual,Automatic,First Owner,22.8 kmpl,1202 CC,67.0 bhp,98Nm@ 2200rpm,5.0
Honda City,2007,62419,186850,Diesel,Individual,Manual,First Owner,20.92 kmpl,1724 CC,118.1 bhp,165Nm@ 1500rpm,5.0
Maruti Swift,2016,133551,71362,Diesel,Individual,Manual,First Owner,18.95 kmpl,1708 CC,102.4 bhp,165Nm@ 2000rpm,4.0
Hyundai Verna,2011,77631,106849,Diesel,Individual,Manual,First Owner,21.02 kmpl,1464 CC,91.1 bhp,167Nm@ 2000rpm,7.0
Maruti Wagon R,2013,100940,117597,Diesel,Individual,Automatic,First Owner,23.68 kmpl,1063 CC,79.1 bhp,122Nm@ 4000rpm,7.0
Ford Aspire,2014,122836,145658,Diesel,Individual,Manual,First Owner,19.03 kmpl,,119.7 bhp,182Nm@ 2200rpm,5.0
Renault Kwid,2017,92873,112614,CNG,Individual,Automatic,Fourth & Above Owner,18.82 kmpl,1218 CC,66.9 bhp,102Nm@ 2500rpm,7.0
Hyundai i10,2022,299620,55623,Petrol,Individual,Manual,First Owner,17.15 kmpl,1798 CC,100.4 bhp,173Nm@ 1750rpm,7.0
Mercedes-Benz E-Class,2009,183826,172469,Petrol,Dealer,Manual,First Owner,14.59 kmpl,2351 CC,134.1 bhp,205Nm@ 3000rpm,7.0
Audi A6,2015,392535,94856,Petrol,Individual,Manual,First Owner,16.5 kmpl,1909 CC,108.7 bhp,172Nm@ 2200rpm,
BMW X1,2017,439464,86621,Petrol,Individual,Manual,Second Owner,16.47 kmpl,2218 CC,130.2 bhp,187Nm@ 1750rpm,5.0
Tata Safari,2013,91944,119507,CNG,Individual,Automatic,Second Owner,18.68 kmpl,1565 CC,110.8 bhp,143Nm@ 2500rpm,5.0
Hyundai Creta,2023,357961,21652,Diesel,Individual,Manual,First Owner,20.45 kmpl,1520 CC,76.2 bhp,118Nm@ 1500rpm,7.0
BMW 5 Series,2010,174090,157654,Petrol,Dealer,Manual,Second Owner,14.6 kmpl,2210 CC,100.3 bhp,149Nm@ 1750rpm,4.0
Mercedes-Benz C-Class,2013,296925,125979,Petrol,Individual,Manual,First Owner,14.63 kmpl,2088 CC,139.5 bhp,232Nm@ 3000rpm,5.0
Honda City,2012,84758,163749,Petrol,Individual,Manual,First Owner,19.16 kmpl,1699 CC,116.3 bhp,129Nm@ 3000rpm,8.0
Ford Figo,2008,55827,180184,Diesel,Individual,Manual,First Owner,19.93 kmpl,1722 CC,108.8 bhp,,7.0
Maruti Ertiga,2013,62675,148632,Petrol,Individual,Manual,Second Owner,19.47 kmpl,1374 CC,75.5 bhp,117Nm@ 2200rpm,7.0
Ford Figo,2017,114646,85349,Petrol,Individual,Manual,Third Owner,19.48 kmpl,1618 CC,101.8 bhp,170Nm@ 3000rpm,5.0
Tata Harrier,2015,120497,113316,CNG,Dealer,Manual,First Owner,18.66 kmpl,1437 CC,79.5 bhp,127Nm@ 4000rpm,6.0
Audi A4,2020,670298,16801,Diesel,Individual,Manual,First Owner,18.07 kmpl,1914 CC,110.7 bhp,172Nm@ 1500rpm,
Ford Aspire,2014,86001,135997,Diesel,Individual,Manual,Third Owner,25.05 kmpl,1235 CC,102.2 bhp,172Nm@ 1750rpm,7.0
Honda City,2013,118387,142946,Diesel,Individual,Manual,First Owner,18.46 kmpl,1610 CC,91.1 bhp,156Nm@ 2000rpm,7.0
Hyundai Grand i10,2019,251767,44513,Diesel,Individual,Automatic,Second Owner,18.75 kmpl,1622 CC,100.4 bhp,154Nm@ 3000rpm,6.0
Mahindra Thar,2014,113961,123774,Diesel,Individual,Manual,Third Owner,21.21 kmpl,1676 CC,106.7 bhp,146Nm@ 2000rpm,7.0
Hyundai Venue,2013,83634,107490,Petrol,Individual,Manual,First Owner,18.14 kmpl,1667 CC,117.0 bhp,138Nm@ 2200rpm,5.0
Maruti Swift,2012,71860,124870,Diesel,Individual,Manual,Second Owner,21.97 kmpl,1538 CC,104.9 bhp,158Nm@ 1500rpm,7.0
Mahindra Scorpio,2014,114852,114864,Diesel,Dealer,Manual,Second Owner,22.12 kmpl,1403 CC,87.0 bhp,133Nm@ 2200rpm,8.0
Mercedes-Benz GLA,2013,270018,117931,Diesel,Individual,Manual,First Owner,20.68 kmpl,1818 CC,128.7 bhp,209Nm@ 2200rpm,7.0
Mahindra Scorpio,2019,184335,80699,Petrol,Individual,Manual,Third Owner,20.94 kmpl,1248 CC,68.9 bhp,109Nm@ 3000rpm,8.0
Audi A4,2013,410509,139583,Diesel,Individual,Automatic,Second Owner,17.21 kmpl,2052 CC,139.8 bhp,173Nm@ 2200rpm,5.0
Hyundai Verna,2024,425661,100,Diesel,Individual,Manual,First Owner,21.55 kmpl,1472 CC,89.0 bhp,124Nm@ 2500rpm,4.0
Ford Endeavour,2012,105277,163607,Petrol,Individual,Automatic,First Owner,16.4 kmpl,1641 CC,103.4 bhp,131Nm@ 2200rpm,5.0
Toyota Glanza,2011,101879,152924,Petrol,Individual,Manual,Second Owner,16.27 kmpl,1885 CC,138.1 bhp,234Nm@ 2000rpm,7.0
Mercedes-Benz GLA,2011,266774,175633,Petrol,Individual,Manual,First Owner,12.69 kmpl,2732 CC,158.7 bhp,,5.0
Honda Civic,2018,222159,94816,Petrol,Individual,Automatic,First Owner,20.62 kmpl,1335 CC,82.8 bhp,114Nm@ 3000rpm,4.0
Mercedes-Benz C-Class,2011,314188,137143,Petrol,Dealer,Automatic,First Owner,15.54 kmpl,1953 CC,90.4 bhp,143Nm@ 2000rpm,5.0
Audi A6,2016,563424,67859,Petrol,Individual,Automatic,Second Owner,15.89 kmpl,2118 CC,124.0 bhp,219Nm@ 4000rpm,7.0
Tata Tiago,2013,91963,153156,Petrol,Individual,Manual,First Owner,18.58 kmpl,1605 CC,113.0 bhp,167Nm@ 1500rpm,7.0
Maruti Wagon R,2013,83597,111199,Petrol,Individual,Manual,First Owner,18.25 kmpl,1526 CC,99.4 bhp,134Nm@ 2000rpm,5.0
Maruti Vitara Brezza,2015,104040,104707,Petrol,Dealer,Manual,First Owner,20.66 kmpl,1369 CC,82.9 bhp,104Nm@ 1750rpm,5.0
Toyota Fortuner,2015,203498,67120,Diesel,Individual,Manual,First Owner,23.54 kmpl,1288 CC,84.0 bhp,129Nm@ 1500rpm,7.0
Audi A4,2011,219849,180380,Petrol,Dealer,Manual,First Owner,14.19 kmpl,2378 CC,155.9 bhp,241Nm@ 1500rpm,7.0
Honda Amaze,2014,106461,123991,Petrol,Individual,Manual,Fourth & Above Owner,15.73 kmpl,1976 CC,105.8 bhp,164Nm@ 2500rpm,8.0
Mahindra XUV500,2014,123937,127223,Petrol,Individual,Manual,First Owner,15.95 kmpl,1893 CC,115.8 bhp,155Nm@ 2000rpm,5.0
Tata Tiago,2022,216689,49264,Petrol,Individual,Manual,Second Owner,21.48 kmpl,1226 CC,87.1 bhp,157Nm@ 4000rpm,5.0
Volkswagen Tiguan,2012,97774,132917,Diesel,Dealer,Manual,First Owner,20.48 kmpl,1513 CC,82.0 bhp,,6.0
Maruti Alto,2018,116884,76356,Petrol,Individual,Manual,First Owner,16.53 kmpl,1541 CC,89.5 bhp,145Nm@ 1500rpm,5.0
Hyundai Verna,2022,423847,5367,Diesel,Individual,Automatic,Second Owner,20.33 kmpl,1829 CC,101.1 bhp,147Nm@ 1750rpm,8.0
Maruti Alto,2019,153069,72328,CNG,Individual,Automatic,First Owner,19.92 kmpl,1297 CC,74.4 bhp,109Nm@ 1500rpm,5.0
Honda Civic,2021,317233,42526,Petrol,Dealer,Manual,First Owner,19.74 kmpl,1737 CC,120.8 bhp,196Nm@ 2200rpm,8.0
Ford Figo,2016,142348,101261,Petrol,Individual,Manual,First Owner,18.86 kmpl,1519 CC,84.9 bhp,136Nm@ 1500rpm,8.0
Renault Triber,2016,110650,72772,Diesel,Individual,Manual,First Owner,20.47 kmpl,1584 CC,85.8 bhp,131Nm@ 3000rpm,8.0
Volkswagen Polo,2008,63602,211555,Diesel,Individual,Automatic,Second Owner,20.78 kmpl,1575 CC,83.4 bhp,124Nm@ 1750rpm,7.0
Mercedes-Benz GLA,2015,392385,97425,Petrol,Individual,Manual,Second Owner,16.25 kmpl,2220 CC,140.7 bhp,228Nm@ 1500rpm,5.0
Hyundai Venue,2010,66576,149925,Diesel,Dealer,Manual,First Owner,20.58 kmpl,1669 CC,118.6 bhp,165Nm@ 2000rpm,8.0
Mahindra Bolero,2015,157459,95112,Petrol,Individual,Manual,First Owner,16.83 kmpl,1703 CC,109.9 bhp,171Nm@ 1750rpm,5.0
Audi A6,2016,503476,103263,Petrol,Individual,Manual,First Owner,14.62 kmpl,2333 CC,130.4 bhp,202Nm@ 2500rpm,5.0
Honda Jazz,2016,136775,85118,Petrol,Individual,Manual,First Owner,17.74 kmpl,1619 CC,84.7 bhp,138Nm@ 2200rpm,5.0
Maruti Dzire,2016,141770,86954,Diesel,Individual,Automatic,First Owner,20.99 kmpl,1366 CC,62.8 bhp,98Nm@ 1750rpm,6.0
Volkswagen Vento,2018,223444,28643,Petrol,Individual,Manual,Second Owner,16.24 kmpl,1891 CC,134.7 bhp,222Nm@ 2200rpm,6.0
Renault Kwid,2020,165601,33564,Petrol,Individual,Manual,First Owner,18.36 kmpl,1455 CC,96.1 bhp,155Nm@ 2000rpm,5.0
Tata Tiago,2019,158370,66749,CNG,Individual,Manual,First Owner,22.68 kmpl,845 CC,58.0 bhp,82Nm@ 3000rpm,5.0
Maruti Baleno,2012,50897,135427,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1228 CC,66.8 bhp,92Nm@ 1750rpm,6.0
Volkswagen Polo,2013,118659,106171,Petrol,Individual,Manual,Second Owner,19.87 kmpl,1616 CC,104.5 bhp,153Nm@ 3000rpm,7.0
Tata Tiago,2010,71477,143964,Diesel,Individual,Manual,First Owner,21.17 kmpl,1761 CC,118.3 bhp,182Nm@ 3000rpm,5.0
Mercedes-Benz E-Class,2016,632222,88570,Petrol,Individual,Automatic,First Owner,15.47 kmpl,2098 CC,119.1 bhp,159Nm@ 3000rpm,7.0
Tata Harrier,2014,94334,121925,Petrol,Individual,Manual,Second Owner,18.82 kmpl,1631 CC,113.2 bhp,187Nm@ 2200rpm,6.0
Toyota Glanza,2010,63146,171664,Petrol,Individual,Manual,First Owner,18.52 kmpl,1509 CC,89.2 bhp,126Nm@ 2500rpm,7.0
Tata Harrier,2018,137207,78106,Petrol,Individual,Manual,First Owner,18.06 kmpl,1427 CC,81.8 bhp,122Nm@ 3000rpm,5.0
Hyundai Grand i10,2015,161274,75494,Diesel,Individual,Automatic,First Owner,20.86 kmpl,1479 CC,103.6 bhp,171Nm@ 2500rpm,6.0
Maruti Vitara Brezza,2005,40000,219748,Petrol,Individual,Manual,First Owner,20.55 kmpl,1186 CC,90.6 bhp,130Nm@ 1750rpm,5.0
Volkswagen Tiguan,2018,218904,73093,CNG,Dealer,Automatic,First Owner,18.11 kmpl,1618 CC,92.1 bhp,131Nm@ 2500rpm,7.0
Hyundai i20,2019,202267,64596,Petrol,Individual,Manual,First Owner,15.2 kmpl,1711 CC,78.6 bhp,110Nm@ 1750rpm,6.0
Mercedes-Benz E-Class,2019,775457,67463,Petrol,Dealer,Manual,First Owner,12.65 kmpl,2569 CC,158.8 bhp,211Nm@ 4000rpm,5.0
Audi Q3,2017,530667,73400,Petrol,Individual,Automatic,First Owner,12.97 kmpl,2120 CC,120.2 bhp,179Nm@ 4000rpm,4.0
Renault Triber,2012,61149,168467,Petrol,Individual,Manual,First Owner,18.98 kmpl,1244 CC,77.3 bhp,130Nm@ 1500rpm,5.0
Maruti Ertiga,2012,52353,166757,Petrol,Individual,Manual,Second Owner,20.64 kmpl,1168 CC,67.4 bhp,104Nm@ 2200rpm,4.0
Honda City,2013,103199,145466,Diesel,Individual,Manual,First Owner,,1462 CC,66.4 bhp,91Nm@ 1750rpm,5.0
Toyota Etios,2021,372540,26735,Diesel,Individual,Manual,First Owner,19.14 kmpl,1981 CC,153.4 bhp,259Nm@ 2200rpm,8.0
Mercedes-Benz E-Class,2015,403509,99814,Diesel,Individual,Manual,First Owner,18.51 kmpl,1993 CC,104.2 bhp,148Nm@ 1750rpm,4.0
Volkswagen Polo,2015,155122,103785,Diesel,Individual,Automatic,Second Owner,21.95 kmpl,1652 CC,115.5 bhp,179Nm@ 2500rpm,5.0
Audi A6,2019,599988,50177,Diesel,Individual,Manual,First Owner,17.93 kmpl,2342 CC,140.6 bhp,193Nm@ 3000rpm,4.0
Renault Duster,2014,86866,123378,Petrol,Individual,Manual,First Owner,17.89 kmpl,1448 CC,102.6 bhp,175Nm@ 2000rpm,7.0
Mahindra XUV500,2015,175890,77280,Diesel,Dealer,Manual,First Owner,20.17 kmpl,1574 CC,113.4 bhp,170Nm@ 3000rpm,7.0
Maruti Swift,2018,178933,43045,Petrol,Individual,Automatic,First Owner,17.76 kmpl,1682 CC,93.4 bhp,148Nm@ 2000rpm,
Mercedes-Benz E-Class,2018,599584,88073,Petrol,Individual,Manual,First Owner,13.86 kmpl,2318 CC,156.2 bhp,199Nm@ 2200rpm,4.0
Honda Amaze,2016,192801,66142,Diesel,Dealer,Manual,First Owner,22.89 kmpl,1439 CC,94.6 bhp,139Nm@ 3000rpm,4.0
Volkswagen Polo,2006,40699,210911,Petrol,Dealer,Automatic,Third Owner,19.68 kmpl,1614 CC,119.7 bhp,162Nm@ 1750rpm,5.0
Mercedes-Benz C-Class,2009,257858,161942,Petrol,Individual,Manual,First Owner,10.37 kmpl,2796 CC,159.7 bhp,265Nm@ 4000rpm,5.0
Renault Kwid,2011,80493,140053,Diesel,Individual,Automatic,First Owner,19.62 kmpl,1642 CC,106.2 bhp,158Nm@ 2500rpm,5.0
Hyundai Creta,2007,45525,186339,Petrol,Individual,Manual,Second Owner,15.44 kmpl,1854 CC,125.8 bhp,185Nm@ 4000rpm,5.0
Toyota Fortuner,2020,344989,54544,Diesel,Individual,Manual,First Owner,21.37 kmpl,1476 CC,87.0 bhp,155Nm@ 1750rpm,5.0
Mahindra XUV500,2010,78905,140204,Diesel,Individual,Manual,First Owner,21.89 kmpl,1651 CC,105.5 bhp,153Nm@ 1500rpm,5.0
Renault Kwid,2018,195916,90992,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1884 CC,123.6 bhp,188Nm@ 3000rpm,6.0
Mahindra XUV500,2011,81775,135122,Petrol,Individual,Manual,Second Owner,18.76 kmpl,1601 CC,91.8 bhp,134Nm@ 1750rpm,4.0
Toyota Glanza,2020,311829,69907,Petrol,Trustmark Dealer,Manual,First Owner,19.15 kmpl,1573 CC,96.3 bhp,155Nm@ 3000rpm,5.0
Honda Jazz,2017,159909,68172,Petrol,Individual,Manual,First Owner,20.8 kmpl,1235 CC,75.6 bhp,119Nm@ 2200rpm,7.0
Hyundai i20,2015,125751,85674,Petrol,Dealer,Manual,Second Owner,19.46 kmpl,1308 CC,77.5 bhp,104Nm@ 3000rpm,5.0
Maruti Ertiga,2019,177789,59076,Petrol,Trustmark Dealer,Manual,First Owner,19.68 kmpl,1528 CC,72.7 bhp,115Nm@ 2200rpm,5.0
Tata Safari,2014,118249,112141,Petrol,Dealer,Manual,First Owner,18.57 kmpl,,82.2 bhp,112Nm@ 1500rpm,5.0
Hyundai Grand i10,2016,164806,75832,Petrol,Individual,Manual,First Owner,20.19 kmpl,1578 CC,115.9 bhp,166Nm@ 3000rpm,7.0
Maruti Baleno,2018,151871,70228,Diesel,Individual,Manual,First Owner,20.64 kmpl,1462 CC,80.2 bhp,125Nm@ 1750rpm,5.0
Tata Safari,2017,181016,82992,Petrol,Individual,Automatic,First Owner,22.03 kmpl,1496 CC,96.0 bhp,141Nm@ 3000rpm,7.0
Maruti Vitara Brezza,2020,284379,57326,Diesel,Individual,Automatic,First Owner,16.74 kmpl,1804 CC,109.7 bhp,157Nm@ 1500rpm,7.0
